,Marca,Modelo,Tamaño de la pantalla,Tipo de resolución,Tipo de pantalla,Frecuencia de actualización,Precio,Link
917,Samsung,F22T35,"22 """,FHD,LED,75 Hz,125999,https://articulo.mercadolibre.com.ar/MLA-1138226661-monitor-gamer-samsung-f22t35-led-22-100v240v-_JM#position=6&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
918,Acer,V227Q BBI,"21.5 """,FHD,LED,60 Hz,85223,https://articulo.mercadolibre.com.ar/MLA-1311293625-monitor-led-acer-v7-v227q-bbi-215-full-hd-tn-hdmi-vga--_JM#position=7&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
919,Philips,241V8L/77,"24 """,FHD,LCD,75 Hz,78999,https://articulo.mercadolibre.com.ar/MLA-1381053378-monitor-philips-led-24-pulgadas-241v8l77-hdmi-vga-75hz-_JM#position=8&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
920,Acer,V227Q BBI,"21.5 """,FHD,LED,60 Hz,59990,https://articulo.mercadolibre.com.ar/MLA-1394703994-monitor-gamer-acer-vero-v7-v227q-bbi-215-full-hd-hdmi-vga-_JM#position=9&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
924,Samsung,F22T35,"22 """,FHD,LED,75 Hz,168790,https://articulo.mercadolibre.com.ar/MLA-1290966082-monitor-gamer-samsung-f22t35-led-22-ips-dark-blue-gray-_JM#position=13&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
926,Noblex,MK24X7100,"23.8 """,FHD,LED,75 Hz,85999,https://articulo.mercadolibre.com.ar/MLA-1362844071-monitor-led-noblex-mk24x7100-238-full-hd-vga-hdmi-75hz-_JM#position=15&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
930,HP,M22f,"21.5 """,FHD,LCD,75 Hz,97124,https://articulo.mercadolibre.com.ar/MLA-1437462976-monitor-hp-215-led-full-hd-m22f-_JM#position=19&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
931,Acer,V227Q BBI,"21.5 """,FHD,LED,60 Hz,109999,https://articulo.mercadolibre.com.ar/MLA-1319833641-monitor-acer-led-215-pulgadas-v7-serie-v227q-bbi-hdmi-vga-_JM#position=20&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
932,Philips,193V5LHSB2,"18.5 """,WXGA,LCD,60 Hz,56030,https://articulo.mercadolibre.com.ar/MLA-1332775575-monitor-philips-185-led-193v5lhsb277-_JM#position=21&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
933,Samsung,F22T35,"22 """,FHD,LED,75 Hz,89510,https://articulo.mercadolibre.com.ar/MLA-1325746173-monitor-samsung-22-lf22t350-full-hd-_JM#position=22&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
936,Samsung,F22T35,"22 """,FHD,LED,75 Hz,81131,https://articulo.mercadolibre.com.ar/MLA-1233269390-monitor-samsung-22-75hz-hdmi-vga-bordes-ultra-delgados-ips-_JM#position=25&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
937,Philips,221V8,"21.5 """,FHD,LCD,75 Hz,61775,https://articulo.mercadolibre.com.ar/MLA-1214276563-monitor-philips-185-led-221v8-_JM#position=26&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
938,Gigabyte,G27F 2,"27 """,FHD,LED,144 Hz,276563,https://articulo.mercadolibre.com.ar/MLA-1172487050-monitor-led-gigabyte-g27f2-27-1080p-165hz-1ms-acuario-_JM#position=27&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
939,Asus,VP249QGR,"23.8 """,FHD,LED,144 Hz,203175,https://articulo.mercadolibre.com.ar/MLA-1376251245-monitor-asus-gaming-vp249qgr-238-negro-100v240v-_JM#position=28&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
940,Acer,V227Q BBI,"21.5 """,FHD,LED,60 Hz,119313,https://articulo.mercadolibre.com.ar/MLA-1311358338-monitor-led-acer-v7-v227q-bbi-215-full-hd-tn-hdmi-vga-_JM#position=29&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
941,Philips,221V8,"21.5 """,FHD,LCD,75 Hz,57900,https://articulo.mercadolibre.com.ar/MLA-1373610993-monitor-philips-led-22-mod-221v8-215-visibles-75hz-negro-_JM#position=30&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
944,Samsung,LS27AM500NLX,"27 """,FHD,LED,60 Hz,197700,https://articulo.mercadolibre.com.ar/MLA-1108555289-monitor-samsung-smart-27-27am500-conectividad-movil-la-plata-_JM#position=33&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
945,LG,32UN880,"31.5 """,UHD 4K,LED,60 Hz,698999,https://articulo.mercadolibre.com.ar/MLA-1130172022-monitor-lg-ultrafine-32un880-led-315-negro-100v240v-_JM#position=34&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
946,LG,22MK600M,"21.5 """,FHD,LED,75 Hz,92099,https://articulo.mercadolibre.com.ar/MLA-1426318192-monitor-led-ips-22-pulgadas-lg-22mk600m-1080p-freesync-full-_JM#position=35&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
947,Philips,193V5LHSB2,"18.5 """,WXGA,LCD,60 Hz,74710,https://articulo.mercadolibre.com.ar/MLA-698323280-monitor-19-led-philips-19-pulgadas-hdmi-vga-vesa-smartcontrol-_JM#position=36&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
948,Acer,V247Y Abi,"24 """,FHD,LED,60 Hz,110740,https://articulo.mercadolibre.com.ar/MLA-1298789801-monitor-acer-24-led-v247y-_JM#position=37&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
949,LG,32MN500M,"31.5 """,FHD,LED,75 Hz,249999,https://articulo.mercadolibre.com.ar/MLA-903313432-monitor-gamer-ips-32-pulgadas-lg-32mn500m-fhd-freesync-new-_JM#position=38&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
950,Asus,VG278Q,"27 """,FHD,LED,144 Hz,332369,https://articulo.mercadolibre.com.ar/MLA-1412818848-monitor-gamer-27-asus-gaming-full-hd-144hz-vg278q-pcreg-_JM#position=39&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
951,Philips,271E1SCA/55,"27 """,FHD,LCD,75 Hz,190696,https://articulo.mercadolibre.com.ar/MLA-1453339784-monitor-curvo-led-full-hd-hdmi-27-philips-con-parlantes-_JM#position=40&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
952,LG,32GP850,"31.5 """,QHD,LED,165 Hz,534299,https://articulo.mercadolibre.com.ar/MLA-1147865823-monitor-gamer-ips-qhd-32-pulgadas-lg-2k-hdr10-165hz-black--_JM#position=41&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
954,Samsung,F24T35,"24 """,FHD,LED,75 Hz,187490,https://articulo.mercadolibre.com.ar/MLA-1291024557-monitor-gamer-samsung-f24t35-led-24-azul-y-gris-oscuro-_JM#position=43&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
956,Asus,VA24EHE,"23.8 """,FHD,LED,75 Hz,129999,https://articulo.mercadolibre.com.ar/MLA-866141502-monitor-gamer-asus-24-va24ehe-ips-75hz-ips-full-hd-logg-_JM#position=45&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
957,Samsung,G3,"27 """,FHD,LED,144 Hz,260830,https://articulo.mercadolibre.com.ar/MLA-1170706007-monitor-samsung-gamer-odyssey-g3-27-fhd-144hz-hdmi-dp-cta-_JM#position=46&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
958,LG,19M38A,"19 """,HD,LED,60 Hz,63399,https://articulo.mercadolibre.com.ar/MLA-1406341590-monitor-lg-19m38a-led-185-_JM#position=47&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
959,Noblex,MK24X7100,"23.8 """,FHD,LED,75 Hz,84099,https://articulo.mercadolibre.com.ar/MLA-1436000978-monitor-para-pc-24-full-hd-hdmi-vga-ultra-contraste-noblex-_JM#position=48&search_layout=grid&type=item&tracking_id=956b483d-0387-45ef-a9b9-780c6b915bd5
962,LG,32GP850,"31.5 """,QHD,LED,165 Hz,646799,https://articulo.mercadolibre.com.ar/MLA-1147865823-monitor-gamer-ips-qhd-32-pulgadas-lg-2k-hdr10-165hz-black--_JM#position=4&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
970,ViewSonic,VA2215-H,"22 """,FHD,LED,75 Hz,118990,https://articulo.mercadolibre.com.ar/MLA-1282382881-monitor-viewsonic-22-full-hd-va2215-h-led-hdmi-vga-_JM#position=12&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
971,LG,24GL600F,"23.6 """,FHD,LED,144 Hz,288360,https://articulo.mercadolibre.com.ar/MLA-881137565-monitor-gamer-ultragear-24-lg-fhd-169-freesync-144hz-1ms-_JM#position=13&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
973,Acer,XB283k,"28 """,UHD 4K,LED,144 Hz,751100,https://articulo.mercadolibre.com.ar/MLA-1214957817-monitor-acer-predator-4k-144hz-hdr-400-gaming-xb283k-g-sync-_JM#position=15&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
976,Gigabyte,M27F,"27 """,FHD,LED,144 Hz,302113,https://articulo.mercadolibre.com.ar/MLA-1332701167-monitor-gigabyte-gamer-27-edge-fhd-m27f-kvm-144hz-1ms-_JM#position=18&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
977,Samsung,C24RG5,"24 """,FHD,LED,144 Hz,279538,https://articulo.mercadolibre.com.ar/MLA-1123343116-monitor-samsung-24-odyssey-gaming-crg5-led-curved-fhd-freesy-_JM#position=19&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
980,Samsung,C24RG5,"24 """,FHD,LED,144 Hz,222489,https://articulo.mercadolibre.com.ar/MLA-1123347706-monitor-samsung-24-odyssey-gaming-crg5-led-curved-fhd-freesy-_JM#position=22&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
981,Samsung,C24F390FH,"24 """,FHD,LED,60 Hz,245999,https://articulo.mercadolibre.com.ar/MLA-1346435407-monitor-curvo-235-samsung-lc24f390fhlx-fhd-negro-_JM#position=23&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
982,LG,27QN880,"27 """,QHD,LED,75 Hz,390492,https://articulo.mercadolibre.com.ar/MLA-903128819-monitor-lg-27-27qn880-b-qhd-_JM#position=24&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
983,LG,27MK400H,"27 """,FHD,LED,75 Hz,159999,https://articulo.mercadolibre.com.ar/MLA-903313025-monitor-full-hd-27-pulgadas-lg-27mk400h-75hz-1080p-hdmi-csi-_JM#position=25&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
984,ViewSonic,VA1903H,"18.5 """,HD,LED,60 Hz,153996,https://articulo.mercadolibre.com.ar/MLA-840099478-monitor-19-led-viewsonic-va-1903-h-va1903h-5ms-hdmi-cta-_JM#position=26&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
985,Samsung,LF22T350FH,"22 """,FHD,LED,75 Hz,126799,https://articulo.mercadolibre.com.ar/MLA-931810380-monitor-gamer-samsung-led-22-lf22t350fh-vga-hdmi-75hz-ips--_JM#position=27&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
986,Philips,272V8LA/55,"27 """,FHD,LCD,75 Hz,120625,https://articulo.mercadolibre.com.ar/MLA-1369873691-monitor-philips-27-pulgadas-v-272v8la55-led-27-hdmivga-_JM#position=28&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
987,Asus,VA27EHE,"27 """,FHD,LED,75 Hz,166725,https://articulo.mercadolibre.com.ar/MLA-916995446-monitor-gamer-asus-va27ehe-led-27-1920-x-1080-75-hz-_JM#position=29&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
989,Acer,V227Q BBI,"21.5 """,FHD,LED,60 Hz,96269,https://articulo.mercadolibre.com.ar/MLA-1288023736-monitor-acer-215-led-v227q-_JM#position=31&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
991,ViewSonic,VA2405-h,"24 """,FHD,LED,75 Hz,110000,https://www.mercadolibre.com.ar/monitor-pc-gamer-viewsonic-24-va2405-h-ips-75hz-full-hd/p/MLA20024908?pdp_filters=category:MLA14407#searchVariation=MLA20024908&position=49&search_layout=grid&type=product&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
992,Gigabyte,CV27F,"27 """,FHD,LED,144 Hz,290918,https://articulo.mercadolibre.com.ar/MLA-886616772-monitor-gigabyte-gaming-g27f-27-144hz-led-1080p-hdmi-_JM#position=33&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
996,LG,24BK550Y,"23.8 """,FHD,LED,75 Hz,214999,https://articulo.mercadolibre.com.ar/MLA-822215043-monitor-led-wide-ips-24-pulg-lg-24bk550y-b-full-hd-1080p-new-_JM#position=37&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
998,Asus,VA27EHE,"27 """,FHD,LED,75 Hz,158999,https://articulo.mercadolibre.com.ar/MLA-899813408-monitor-pc-27-asus-va27ehe-full-hd-ips-_JM#position=39&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
999,Philips,241V8L/77,"24 """,FHD,LCD,75 Hz,91099,https://articulo.mercadolibre.com.ar/MLA-1342817603-monitor-philips-led-24-pulgadas-241v8l77-hdmi-vga-75hz-fhd-_JM#position=40&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
1001,Sceptre,C305B-200UN,"30 """,FHD,LED,200 Hz,500637,https://articulo.mercadolibre.com.ar/MLA-1160008432-monitor-sceptre-para-juegos-curvado-de-30-pulgadas-_JM#position=41&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
1002,Samsung,S32AM502HN,"32 """,FHD,LED,60 Hz,257999,https://articulo.mercadolibre.com.ar/MLA-1384427766-monitor-samsung-m50b-32-fhd-smart-monitor-streaming-tv-_JM#position=42&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
1003,Asus,VG248QG,"24 """,FHD,LED,165 Hz,218990,https://articulo.mercadolibre.com.ar/MLA-1121584626-monitor-asus-24-gamer-full-hd-165hz-05ms-g-sync-vg248qg--_JM#position=43&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
1004,Samsung,F24T35,"24 """,FHD,LED,75 Hz,106898,https://articulo.mercadolibre.com.ar/MLA-1422928652-monitor-led-24-samsung-f24t35-full-hd-1080-ips-freesync-75hz-_JM#position=44&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
1005,Noblex,MK24X7100,"23.8 """,FHD,LED,75 Hz,90355,https://articulo.mercadolibre.com.ar/MLA-1449036928-monitor-led-full-hd-noblex-mk24x7100-238-hdmi-y-vga-_JM#position=45&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
1007,Samsung,F22T35,"22 """,FHD,LED,75 Hz,73999,https://articulo.mercadolibre.com.ar/MLA-1291074197-monitor-22-samsung-f22t350-full-hd-ips-75hz-hdmi-d-sub-_JM#position=47&search_layout=grid&type=item&tracking_id=9f907e4d-5caf-4509-ad4d-372cb7da707c
1009,ViewSonic,VA2055Sm,"20 """,FHD,LED,60 Hz,107591,https://articulo.mercadolibre.com.ar/MLA-1368408867-monitor-led-20-viewsonic-va2055sm-fhd-vga-dvi-parlantes-cta-_JM#position=2&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1010,Asus,VG27VQ,"27 """,FHD,LED,165 Hz,323199,https://articulo.mercadolibre.com.ar/MLA-1244848649-monitor-gamer-curvo-asus-tuf-vg27vq-led-27-165hz-acuario-_JM#position=3&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1011,Samsung,F24T35,"24 """,FHD,LED,75 Hz,88999,https://articulo.mercadolibre.com.ar/MLA-935498142-monitor-gamer-ips-full-hd-24-pulgadas-samsung-t350-freesync-_JM#position=4&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1012,Gfast,T-220,"21.5 """,FHD,LED,60 Hz,68397,https://articulo.mercadolibre.com.ar/MLA-1364017467-monitor-22-led-60hz-full-hd-hdmi-vga-1080p-compatible-vesa-_JM#position=5&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1013,Gigabyte,G27FC,"27 """,FHD,LED,165 Hz,203666,https://articulo.mercadolibre.com.ar/MLA-1128102787-monitor-gamer-curvo-gigabyte-g27fc-led-27-1920-x-1080-165hz-_JM#position=6&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1015,Philips,221V8,"21.5 """,FHD,LCD,75 Hz,72959,https://articulo.mercadolibre.com.ar/MLA-1322336007-monitor-philips-22-led-full-hd-75-hz-4m-vga-hdmi-221v877-_JM#position=8&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1016,LG,22MK600M,"21.5 """,FHD,LED,75 Hz,128939,https://articulo.mercadolibre.com.ar/MLA-1426266964-monitor-led-ips-22-pulgadas-lg-22mk600m-1080p-freesync-_JM#position=9&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1017,Samsung,CF390,"24 """,FHD,LED,60 Hz,245961,https://articulo.mercadolibre.com.ar/MLA-1361238876-samsung-390-series-24-led-curvo-fhd-freesync-high-glossy-hdm-_JM#position=10&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1019,Asus,VA27EHE,"27 """,FHD,LED,75 Hz,164260,https://articulo.mercadolibre.com.ar/MLA-1308110673-monitor-gamer-asus-va27ehe-led-27-eye-care-75hz-hdmi-vga-_JM#position=12&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1022,LG,27QN880,"27 """,QHD,LED,75 Hz,354499,https://articulo.mercadolibre.com.ar/MLA-919592006-monitor-lg-27-27qn880-b-qhd-ergonomico-ips-usb-c-hdmi-_JM#position=15&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1024,Samsung,C24F390FH,"24 """,FHD,LED,60 Hz,181899,https://articulo.mercadolibre.com.ar/MLA-1142112965-monitor-curvo-235-samsung-lc24f390fhlx-fhd-negro-_JM#position=17&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1025,LG,22BL450Y-B,"21.5 """,FHD,LCD/LED,75 Hz,149999,https://articulo.mercadolibre.com.ar/MLA-1365578785-monitor-ips-full-hd-21-pulgadas-lg-22bl450y-oficina-75hz-csi-_JM#position=18&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1027,Level Up,27-UP6680,"27 """,FHD,LED,165 Hz,169999,https://articulo.mercadolibre.com.ar/MLA-1167326727-monitor-gamer-27-level-up-curvo-fhd-165hz-27-up6680-_JM#position=20&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1028,LG,27MK400H,"27 """,FHD,LED,60 Hz,115636,https://articulo.mercadolibre.com.ar/MLA-908835053-monitor-lg-27-led-27mk400h-b-hdmi-_JM#position=21&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1029,Samsung,F24T35,"24 """,FHD,LED,75 Hz,137999,https://articulo.mercadolibre.com.ar/MLA-1264118099-monitor-24-full-hd-ips-75hz-sborde-freesync-samsung-24t350-_JM#position=22&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1030,MSI,G27C5,"27 """,FHD,LED,165 Hz,175000,https://www.mercadolibre.com.ar/monitor-gamer-curvo-msi-optix-g27c5-led-27-negro-100v240v/p/MLA17485318?pdp_filters=category:MLA14407#searchVariation=MLA17485318&position=50&search_layout=grid&type=product&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1032,ViewSonic,VA2055Sm,"20 """,FHD,LED,60 Hz,75889,https://articulo.mercadolibre.com.ar/MLA-1375177121-monitor-led-viewsonic-20-va2055sm-full-hd-vga-dvi-60hz-2-_JM#position=24&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1033,Samsung,F22T35,"22 """,FHD,LED,75 Hz,99091,https://articulo.mercadolibre.com.ar/MLA-1228322725-monitor-gamer-samsung-22-freesync-fhd-ips-1980x1080-75hz-_JM#position=25&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1035,HP,P19b G4,"18.5 """,WXGA,LED,60 Hz,194196,https://articulo.mercadolibre.com.ar/MLA-1147535948-monitor-hp-p19b-g4-led-185-vga-hdmi-wxga-1366-x-768-_JM#position=27&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1036,Samsung,S32BM700UL,"32 """,UHD 4K,LED,60 Hz,425239,https://articulo.mercadolibre.com.ar/MLA-1288657130-monitor-smart-32-samsung-4k-60hz-5ms-uhd-m7-ls32bm700ulxzb-2-_JM#position=28&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1037,Samsung,LF22T350FH,"22 """,FHD,LED,75 Hz,84999,https://articulo.mercadolibre.com.ar/MLA-935497460-monitor-gamer-ips-full-hd-22-pulgadas-samsung-t350-freesync-_JM#position=29&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1038,Samsung,F24T35,"24 """,FHD,LED,75 Hz,82990,https://articulo.mercadolibre.com.ar/MLA-1123119972-monitor-gamer-samsung-f24t35-led-24-gris-oscuro-100v240v-_JM#position=30&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1039,Daewoo,DW-MON22,"22 """,FHD,LED,60 Hz,350001,https://articulo.mercadolibre.com.ar/MLA-1118976349-monitor-43-digital-full-hd-ips-_JM#position=31&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1040,Samsung,C24F390FH,"24 """,FHD,LED,60 Hz,204990,https://articulo.mercadolibre.com.ar/MLA-1338963506-monitor-gamer-curvo-samsung-f390-series-c24f390fh-led-24-_JM#position=32&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1041,Samsung,F22T35,"22 """,FHD,LED,75 Hz,86000,https://articulo.mercadolibre.com.ar/MLA-1216349553-monitor-gamer-samsung-lf22t350fh-led-22-hdmi-_JM#position=33&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1043,Asus,VG24VQ,"23.6 """,FHD,LED,144 Hz,236667,https://articulo.mercadolibre.com.ar/MLA-1148498760-monitor-curvo-asus-tuf-gaming-vg24vq-led-236-negro-outlet-_JM#position=35&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1044,Samsung,LS27AM500NLX,"27 """,FHD,LED,60 Hz,294476,https://articulo.mercadolibre.com.ar/MLA-1108561914-monitor-samsung-smart-27-conectividad-movil-27am500-_JM#position=36&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1045,LG,27UL500,"27 """,UHD 4K,LED,60 Hz,258976,https://articulo.mercadolibre.com.ar/MLA-1406102974-monitor-gamer-lg-27ul500-led-27-blanco-uhd-4k-60-hz-_JM#position=37&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1046,Samsung,F22T35,"22 """,FHD,LED,75 Hz,88000,https://articulo.mercadolibre.com.ar/MLA-1441128390-monitor-gamer-samsung-f22t35-led-22-dark-blue-gray-100240v-_JM#position=38&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1048,Gigabyte,M27F,"27 """,FHD,LED,144 Hz,225599,https://articulo.mercadolibre.com.ar/MLA-1105087817-monitor-gamer-27-gigabyte-edge-full-hd-144hz-m27fkvm-mexx-1-_JM#position=40&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1049,Philips,241V8L/77,"24 """,FHD,LCD,75 Hz,90518,https://articulo.mercadolibre.com.ar/MLA-1365890880-monitor-philips-led-24-pulgadas-241v8l77-hdmi-vga-_JM#position=41&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1050,LG,34WL85C,"34 """,QHD,LED,60 Hz,1048242,https://articulo.mercadolibre.com.ar/MLA-1141311255-monitor-gamer-curvo-lg-ultrawide-34wl85c-led-34-negro-_JM#position=42&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1051,Samsung,F22T35,"22 """,FHD,LED,75 Hz,103049,https://articulo.mercadolibre.com.ar/MLA-911372499-monitor-led-22-samsung-t350-full-hd-hdmi-75hz-ips-mexx-2-_JM#position=43&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1052,Asus,VG278QR,"27 """,FHD,LED,165 Hz,214009,https://articulo.mercadolibre.com.ar/MLA-1285508040-monitor-gamer-asus-vg278-vg278qr-led-27-negro-1-_JM#position=44&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1055,Level Up,27-UP6680,"27 """,FHD,LED,165 Hz,229499,https://articulo.mercadolibre.com.ar/MLA-1325746665-monitor-gamer-27-level-up-curvo-fhd-165hz-27-up6680-_JM#position=47&search_layout=grid&type=item&tracking_id=19185853-2892-409f-880f-0a9d9dcbd9eb
1056,LG,34WL85C,"34 """,QHD,LED,60 Hz,689999,https://articulo.mercadolibre.com.ar/MLA-934995775-monitor-curvo-ips-qhd-34-pulgadas-lg-ultrawide-34wl85c-hdr10-_JM#position=2&search_layout=grid&type=item&tracking_id=128d5fa7-227b-466f-bb5e-7bf375263fcc
1059,Gigabyte,FI25F,"24 """,FHD,LED,240 Hz,545849,https://articulo.mercadolibre.com.ar/MLA-1138263659-monitor-gamer-25-gigabyte-aorus-fhd-fi25f-240hz-mexx-2-_JM#position=5&search_layout=grid&type=item&tracking_id=128d5fa7-227b-466f-bb5e-7bf375263fcc
